provider_id,provider_name,specialty,license_number,years_of_experience,zip_code,state,practice_size,is_hospital_affiliated,electronic_system_type,insurance_networks,office_hours,languages_spoken,certification_dates,rating,patient_demographics
PROV00425,Healthcare Provider 425,Family Practice,LIC977751,30,14922,TX,Medium,0,System C,Network2,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2015-04-24"", ""board_certification"": ""2022-10-12""}",3.1,"{""pediatric"": 28, ""adult"": 48, ""elderly"": 7}"
PROV00426,Healthcare Provider 426,Orthopedics,LIC775573,7,60906,PA,Large,1,System C,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2019-09-09"", ""board_certification"": ""2017-10-04""}",4.3,"{""pediatric"": 26, ""adult"": 30, ""elderly"": 36}"
PROV00427,Healthcare Provider 427,Internal Medicine,LIC154970,17,21695,IL,Large,1,System C,"Network4,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,Chinese","{""medical_license"": ""2015-02-23"", ""board_certification"": ""2018-11-12""}",4.1,"{""pediatric"": 3, ""adult"": 31, ""elderly"": 67}"
PROV00428,Healthcare Provider 428,Pediatrics,LIC228023,23,48737,NY,Medium,1,System B,"Network4,Network1,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2022-10-04"", ""board_certification"": ""2021-11-23""}",4.4,"{""pediatric"": 53, ""adult"": 83, ""elderly"": 99}"
PROV00429,Healthcare Provider 429,Neurology,LIC859144,34,97527,IL,Medium,1,System A,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2015-02-20"", ""board_certification"": ""2020-10-15""}",3.6,"{""pediatric"": 24, ""adult"": 40, ""elderly"": 33}"
PROV00430,Healthcare Provider 430,Family Practice,LIC921190,29,26374,IL,Small,1,System B,"Network3,Network1,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2015-02-24"", ""board_certification"": ""2015-02-25""}",3.2,"{""pediatric"": 60, ""adult"": 12, ""elderly"": 81}"
PROV00431,Healthcare Provider 431,Pediatrics,LIC413940,22,24626,IL,Medium,1,Legacy,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,French","{""medical_license"": ""2022-03-08"", ""board_certification"": ""2018-06-15""}",3.1,"{""pediatric"": 99, ""adult"": 98, ""elderly"": 78}"
PROV00432,Healthcare Provider 432,Cardiology,LIC207357,6,86368,CA,Small,0,Legacy,"Network3,Network2,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2018-09-24"", ""board_certification"": ""2023-02-03""}",3.1,"{""pediatric"": 71, ""adult"": 35, ""elderly"": 58}"
PROV00433,Healthcare Provider 433,Orthopedics,LIC987395,22,41551,PA,Medium,1,System C,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2021-05-14"", ""board_certification"": ""2017-12-11""}",3.6,"{""pediatric"": 99, ""adult"": 47, ""elderly"": 100}"
PROV00434,Healthcare Provider 434,Internal Medicine,LIC100215,4,21523,IL,Medium,0,System C,"Network3,Network2,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Spanish","{""medical_license"": ""2017-05-04"", ""board_certification"": ""2019-09-29""}",4.8,"{""pediatric"": 66, ""adult"": 1, ""elderly"": 19}"
PROV00435,Healthcare Provider 435,Cardiology,LIC613622,24,84807,CA,Small,1,System B,"Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2021-02-21"", ""board_certification"": ""2020-10-18""}",4.1,"{""pediatric"": 59, ""adult"": 56, ""elderly"": 61}"
PROV00436,Healthcare Provider 436,Cardiology,LIC395830,30,12809,NY,Medium,1,System C,"Network1,Network3,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2023-04-16"", ""board_certification"": ""2020-10-29""}",4.5,"{""pediatric"": 23, ""adult"": 44, ""elderly"": 79}"
PROV00437,Healthcare Provider 437,Family Practice,LIC980432,29,62116,NY,Medium,0,System C,"Network3,Network1,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,French","{""medical_license"": ""2016-10-02"", ""board_certification"": ""2018-04-27""}",3.2,"{""pediatric"": 94, ""adult"": 84, ""elderly"": 70}"
PROV00438,Healthcare Provider 438,Orthopedics,LIC570949,8,90960,PA,Small,0,Legacy,"Network1,Network2,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2022-02-22"", ""board_certification"": ""2022-03-31""}",3.2,"{""pediatric"": 74, ""adult"": 20, ""elderly"": 78}"
PROV00439,Healthcare Provider 439,Family Practice,LIC834172,22,88282,FL,Medium,0,System C,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2023-06-26"", ""board_certification"": ""2023-01-26""}",3.5,"{""pediatric"": 39, ""adult"": 39, ""elderly"": 4}"
PROV00440,Healthcare Provider 440,Family Practice,LIC481325,23,56040,PA,Medium,0,Legacy,"Network4,Network2,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,English","{""medical_license"": ""2015-10-03"", ""board_certification"": ""2021-07-28""}",4.7,"{""pediatric"": 64, ""adult"": 77, ""elderly"": 50}"
PROV00441,Healthcare Provider 441,Neurology,LIC947324,6,36532,CA,Large,0,System C,Network2,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Chinese","{""medical_license"": ""2015-07-04"", ""board_certification"": ""2023-08-22""}",4.3,"{""pediatric"": 70, ""adult"": 85, ""elderly"": 84}"
PROV00442,Healthcare Provider 442,Pediatrics,LIC204127,17,71304,TX,Large,0,Legacy,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Chinese","{""medical_license"": ""2020-12-20"", ""board_certification"": ""2022-12-03""}",4.3,"{""pediatric"": 65, ""adult"": 97, ""elderly"": 82}"
PROV00443,Healthcare Provider 443,Orthopedics,LIC132769,10,34700,CA,Small,1,System B,"Network3,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2015-04-01"", ""board_certification"": ""2020-06-21""}",3.6,"{""pediatric"": 51, ""adult"": 81, ""elderly"": 55}"
PROV00444,Healthcare Provider 444,Orthopedics,LIC812593,6,24380,CA,Large,0,System B,Network1,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2022-04-26"", ""board_certification"": ""2016-07-05""}",4.9,"{""pediatric"": 59, ""adult"": 45, ""elderly"": 59}"
PROV00445,Healthcare Provider 445,Orthopedics,LIC210776,5,89737,CA,Large,1,System C,"Network3,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2022-04-28"", ""board_certification"": ""2019-05-07""}",3.4,"{""pediatric"": 7, ""adult"": 91, ""elderly"": 48}"
PROV00446,Healthcare Provider 446,Internal Medicine,LIC545096,23,98646,TX,Medium,1,System C,"Network2,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2018-12-31"", ""board_certification"": ""2016-10-16""}",4.4,"{""pediatric"": 53, ""adult"": 45, ""elderly"": 18}"
PROV00447,Healthcare Provider 447,Cardiology,LIC397542,26,14321,PA,Small,1,Legacy,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2018-05-21"", ""board_certification"": ""2023-08-31""}",3.2,"{""pediatric"": 21, ""adult"": 1, ""elderly"": 97}"
PROV00448,Healthcare Provider 448,Internal Medicine,LIC974527,15,22861,TX,Small,1,System B,"Network1,Network3,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2018-03-05"", ""board_certification"": ""2016-12-29""}",3.6,"{""pediatric"": 61, ""adult"": 33, ""elderly"": 53}"
PROV00449,Healthcare Provider 449,Family Practice,LIC148639,26,10992,TX,Medium,0,System A,"Network3,Network4,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2022-02-24"", ""board_certification"": ""2016-05-30""}",5.0,"{""pediatric"": 65, ""adult"": 74, ""elderly"": 69}"
PROV00450,Healthcare Provider 450,Neurology,LIC301528,2,27272,FL,Medium,1,System A,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,English","{""medical_license"": ""2020-01-30"", ""board_certification"": ""2016-05-26""}",4.9,"{""pediatric"": 55, ""adult"": 18, ""elderly"": 59}"
PROV00451,Healthcare Provider 451,Cardiology,LIC964950,29,42919,NY,Small,0,System B,"Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,Spanish","{""medical_license"": ""2023-05-22"", ""board_certification"": ""2021-10-21""}",4.6,"{""pediatric"": 94, ""adult"": 100, ""elderly"": 24}"
PROV00452,Healthcare Provider 452,Pediatrics,LIC779249,20,83591,TX,Small,0,System C,"Network2,Network4,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2020-08-04"", ""board_certification"": ""2023-05-25""}",4.4,"{""pediatric"": 50, ""adult"": 56, ""elderly"": 52}"
PROV00453,Healthcare Provider 453,Family Practice,LIC636667,18,48367,IL,Large,1,System A,"Network4,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2015-12-08"", ""board_certification"": ""2022-01-21""}",4.4,"{""pediatric"": 82, ""adult"": 83, ""elderly"": 94}"
PROV00454,Healthcare Provider 454,Orthopedics,LIC778960,26,29810,FL,Small,1,System C,"Network3,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,Chinese","{""medical_license"": ""2020-09-09"", ""board_certification"": ""2016-12-09""}",3.1,"{""pediatric"": 25, ""adult"": 22, ""elderly"": 58}"
PROV00455,Healthcare Provider 455,Cardiology,LIC828263,29,14582,FL,Medium,1,Legacy,"Network3,Network4,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,English","{""medical_license"": ""2014-12-19"", ""board_certification"": ""2022-05-06""}",3.1,"{""pediatric"": 40, ""adult"": 15, ""elderly"": 17}"
PROV00456,Healthcare Provider 456,Internal Medicine,LIC870348,20,78546,FL,Small,1,System C,"Network3,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Chinese","{""medical_license"": ""2019-01-08"", ""board_certification"": ""2015-10-06""}",3.5,"{""pediatric"": 100, ""adult"": 43, ""elderly"": 71}"
PROV00457,Healthcare Provider 457,Cardiology,LIC782265,21,82603,FL,Medium,1,System A,"Network2,Network4,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2020-04-04"", ""board_certification"": ""2019-02-06""}",4.3,"{""pediatric"": 70, ""adult"": 63, ""elderly"": 17}"
PROV00458,Healthcare Provider 458,Family Practice,LIC760354,12,17489,FL,Medium,1,System C,"Network3,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Chinese","{""medical_license"": ""2022-05-20"", ""board_certification"": ""2023-04-29""}",4.7,"{""pediatric"": 38, ""adult"": 36, ""elderly"": 60}"
PROV00459,Healthcare Provider 459,Orthopedics,LIC613269,30,91268,TX,Large,1,Legacy,"Network4,Network1,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2015-03-21"", ""board_certification"": ""2016-10-11""}",3.1,"{""pediatric"": 34, ""adult"": 33, ""elderly"": 77}"
PROV00460,Healthcare Provider 460,Orthopedics,LIC622820,23,46132,CA,Large,0,System A,"Network3,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,Chinese","{""medical_license"": ""2022-08-30"", ""board_certification"": ""2019-04-28""}",4.2,"{""pediatric"": 48, ""adult"": 86, ""elderly"": 18}"
PROV00461,Healthcare Provider 461,Neurology,LIC501954,14,34054,PA,Medium,1,System B,"Network3,Network1,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Chinese","{""medical_license"": ""2021-03-07"", ""board_certification"": ""2015-08-03""}",3.1,"{""pediatric"": 60, ""adult"": 93, ""elderly"": 38}"
PROV00462,Healthcare Provider 462,Orthopedics,LIC513440,12,40825,IL,Medium,0,Legacy,"Network4,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,Chinese","{""medical_license"": ""2021-09-12"", ""board_certification"": ""2022-09-29""}",4.6,"{""pediatric"": 99, ""adult"": 34, ""elderly"": 60}"
PROV00463,Healthcare Provider 463,Neurology,LIC880594,11,74952,FL,Small,1,Legacy,"Network4,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,Spanish","{""medical_license"": ""2022-07-23"", ""board_certification"": ""2017-07-08""}",3.7,"{""pediatric"": 85, ""adult"": 15, ""elderly"": 2}"
PROV00464,Healthcare Provider 464,Family Practice,LIC289167,21,19045,IL,Medium,1,System C,"Network2,Network4,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Chinese","{""medical_license"": ""2019-06-29"", ""board_certification"": ""2023-08-01""}",4.4,"{""pediatric"": 72, ""adult"": 5, ""elderly"": 89}"
PROV00465,Healthcare Provider 465,Pediatrics,LIC794089,6,93600,TX,Medium,1,Legacy,"Network3,Network4,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,Spanish","{""medical_license"": ""2018-02-07"", ""board_certification"": ""2018-04-27""}",4.1,"{""pediatric"": 91, ""adult"": 85, ""elderly"": 75}"
PROV00466,Healthcare Provider 466,Internal Medicine,LIC935002,18,34503,FL,Small,1,Legacy,"Network1,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2018-12-21"", ""board_certification"": ""2023-10-01""}",5.0,"{""pediatric"": 61, ""adult"": 91, ""elderly"": 18}"
PROV00467,Healthcare Provider 467,Orthopedics,LIC905654,34,51139,PA,Large,0,System C,"Network2,Network3,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,English","{""medical_license"": ""2017-08-01"", ""board_certification"": ""2022-03-09""}",5.0,"{""pediatric"": 38, ""adult"": 94, ""elderly"": 70}"
PROV00468,Healthcare Provider 468,Orthopedics,LIC972882,18,50701,IL,Medium,1,System A,"Network2,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Chinese","{""medical_license"": ""2020-07-28"", ""board_certification"": ""2021-03-27""}",4.8,"{""pediatric"": 59, ""adult"": 36, ""elderly"": 46}"
PROV00469,Healthcare Provider 469,Neurology,LIC882119,25,91731,NY,Large,1,System A,"Network4,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2021-08-25"", ""board_certification"": ""2022-04-28""}",3.1,"{""pediatric"": 35, ""adult"": 71, ""elderly"": 23}"
PROV00470,Healthcare Provider 470,Neurology,LIC178840,8,40225,CA,Small,1,System B,"Network2,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2020-04-30"", ""board_certification"": ""2015-10-02""}",4.4,"{""pediatric"": 78, ""adult"": 99, ""elderly"": 38}"
PROV00471,Healthcare Provider 471,Orthopedics,LIC215819,28,98657,IL,Small,1,Legacy,"Network2,Network4","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,French","{""medical_license"": ""2023-02-14"", ""board_certification"": ""2020-07-01""}",4.2,"{""pediatric"": 45, ""adult"": 76, ""elderly"": 52}"
PROV00472,Healthcare Provider 472,Internal Medicine,LIC815295,15,78580,IL,Small,0,System B,Network3,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,French","{""medical_license"": ""2016-06-17"", ""board_certification"": ""2018-11-22""}",3.3,"{""pediatric"": 54, ""adult"": 19, ""elderly"": 8}"
PROV00473,Healthcare Provider 473,Pediatrics,LIC653375,15,58867,IL,Medium,0,Legacy,"Network3,Network1,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Spanish,"{""medical_license"": ""2016-11-07"", ""board_certification"": ""2020-05-13""}",3.7,"{""pediatric"": 6, ""adult"": 94, ""elderly"": 65}"
PROV00474,Healthcare Provider 474,Neurology,LIC969360,27,52470,IL,Large,0,Legacy,"Network4,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,English","{""medical_license"": ""2021-06-04"", ""board_certification"": ""2017-05-22""}",3.7,"{""pediatric"": 51, ""adult"": 55, ""elderly"": 18}"
PROV00475,Healthcare Provider 475,Pediatrics,LIC326905,33,36331,CA,Small,1,Legacy,"Network2,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Chinese,English","{""medical_license"": ""2016-07-11"", ""board_certification"": ""2016-07-08""}",4.8,"{""pediatric"": 82, ""adult"": 97, ""elderly"": 61}"
PROV00476,Healthcare Provider 476,Neurology,LIC544783,14,82778,NY,Medium,1,System A,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2019-02-22"", ""board_certification"": ""2017-03-06""}",4.0,"{""pediatric"": 54, ""adult"": 69, ""elderly"": 19}"
PROV00477,Healthcare Provider 477,Family Practice,LIC118830,5,83948,TX,Medium,0,System B,"Network1,Network2","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","Spanish,Chinese","{""medical_license"": ""2015-07-20"", ""board_certification"": ""2019-11-12""}",4.5,"{""pediatric"": 46, ""adult"": 47, ""elderly"": 30}"
PROV00478,Healthcare Provider 478,Neurology,LIC979554,9,52292,NY,Large,0,System B,"Network4,Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",French,"{""medical_license"": ""2022-08-23"", ""board_certification"": ""2022-08-18""}",4.6,"{""pediatric"": 90, ""adult"": 21, ""elderly"": 21}"
PROV00479,Healthcare Provider 479,Pediatrics,LIC356681,16,82267,FL,Small,1,System B,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Spanish","{""medical_license"": ""2020-07-19"", ""board_certification"": ""2015-02-28""}",3.7,"{""pediatric"": 48, ""adult"": 73, ""elderly"": 69}"
PROV00480,Healthcare Provider 480,Internal Medicine,LIC433245,23,84160,TX,Small,1,System C,"Network3,Network4,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,English","{""medical_license"": ""2021-04-12"", ""board_certification"": ""2020-07-21""}",4.5,"{""pediatric"": 48, ""adult"": 1, ""elderly"": 86}"
PROV00481,Healthcare Provider 481,Orthopedics,LIC466378,34,87527,CA,Medium,1,System A,"Network2,Network4,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","English,Chinese","{""medical_license"": ""2015-09-04"", ""board_certification"": ""2021-11-18""}",3.4,"{""pediatric"": 39, ""adult"": 73, ""elderly"": 93}"
PROV00482,Healthcare Provider 482,Family Practice,LIC771088,22,70408,NY,Large,1,System A,"Network4,Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2015-03-06"", ""board_certification"": ""2023-04-02""}",4.9,"{""pediatric"": 32, ""adult"": 86, ""elderly"": 45}"
PROV00483,Healthcare Provider 483,Pediatrics,LIC540847,21,69342,CA,Medium,0,System A,"Network3,Network4,Network1","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}","French,English","{""medical_license"": ""2015-05-22"", ""board_certification"": ""2017-01-14""}",4.8,"{""pediatric"": 54, ""adult"": 21, ""elderly"": 26}"
PROV00484,Healthcare Provider 484,Neurology,LIC615578,34,89553,IL,Large,1,Legacy,"Network2,Network3","{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",English,"{""medical_license"": ""2020-01-13"", ""board_certification"": ""2019-10-19""}",4.9,"{""pediatric"": 67, ""adult"": 97, ""elderly"": 36}"
PROV00485,Healthcare Provider 485,Orthopedics,LIC386100,8,68560,FL,Small,0,System B,Network4,"{""monday"": ""9:00-17:00"", ""tuesday"": ""9:00-17:00"", ""wednesday"": ""9:00-17:00"", ""thursday"": ""9:00-17:00"", ""friday"": ""9:00-16:00""}",Chinese,"{""medical_license"": ""2016-04-20"", ""board_certification"": ""2016-11-24""}",4.6,"{""pediatric"": 37, ""adult"": 76, ""elderly"": 14}"
